date,collected_at,handle,followers,total_posts,status,source,profile_url
2026-08-18,2026-08-18T20:21:14,nbaaustralia_official,18300,3288,ok,instagram_public_profile,https://www.instagram.com/nbaaustralia_official/
2026-08-18,2026-08-18T20:21:14,anb.australia,9589,2717,ok,instagram_public_profile,https://www.instagram.com/anb.australia/
2026-08-18,2026-08-18T20:21:14,nabbaaustralia,15800,2955,ok,instagram_public_profile,https://www.instagram.com/nabbaaustralia/
2026-08-18,2026-08-18T20:21:14,pca_australia,11300,2825,ok,instagram_public_profile,https://www.instagram.com/pca_australia/
2026-08-18,2026-08-18T20:21:14,wnbfaustralia,7188,819,ok,instagram_public_profile,https://www.instagram.com/wnbfaustralia/
2026-08-18,2026-08-18T20:21:14,ynf_australia,4640,815,ok,instagram_public_profile,https://www.instagram.com/ynf_australia/
2026-08-18,2026-08-18T20:21:14,ifbbproleagueoz,56400,7718,ok,instagram_public_profile,https://www.instagram.com/ifbbproleagueoz/
2026-08-18,2026-08-18T20:21:14,msfitnessaustralia,15300,3562,ok,instagram_public_profile,https://www.instagram.com/msfitnessaustralia/
2026-08-18,2026-08-18T20:21:14,msfitnessaustralia_vic,915,628,ok,instagram_public_profile,https://www.instagram.com/msfitnessaustralia_vic/
2026-08-18,2026-08-18T20:21:14,msfitnessaustralia_perth,1449,1357,ok,instagram_public_profile,https://www.instagram.com/msfitnessaustralia_perth/
2026-08-18,2026-08-18T20:21:14,icn_nsw,15800,6751,ok,instagram_public_profile,https://www.instagram.com/icn_nsw/
2026-08-18,2026-08-18T20:21:14,icnqld,17700,6775,ok,instagram_public_profile,https://www.instagram.com/icnqld/
2026-08-18,2026-08-18T20:21:14,icn_victoria,12600,4459,ok,instagram_public_profile,https://www.instagram.com/icn_victoria/
2026-08-18,2026-08-18T20:21:14,icn_wa,10900,4368,ok,instagram_public_profile,https://www.instagram.com/icn_wa/
2026-08-18,2026-08-18T20:21:14,icn_sa,6697,3100,ok,instagram_public_profile,https://www.instagram.com/icn_sa/
2026-08-18,2026-08-18T20:21:14,icn_act,4582,1870,ok,instagram_public_profile,https://www.instagram.com/icn_act/
2026-08-18,2026-08-18T20:21:14,icn_tasmania,2277,2145,ok,instagram_public_profile,https://www.instagram.com/icn_tasmania/
2026-08-18,2026-08-18T20:21:14,icn_nt,1413,297,ok,instagram_public_profile,https://www.instagram.com/icn_nt/
2026-08-18,2026-08-18T20:21:14,icnnewzealand,6434,1086,ok,instagram_public_profile,https://www.instagram.com/icnnewzealand/
2026-08-18,2026-08-18T20:21:14,icn.indonesia,1836,175,ok,instagram_public_profile,https://www.instagram.com/icn.indonesia/
2026-08-18,2026-08-18T20:21:14,dfba_global,1830,208,ok,instagram_public_profile,https://www.instagram.com/dfba_global/
2026-08-18,2026-08-18T20:21:14,cbrfitexpo,2126,331,ok,instagram_public_profile,https://www.instagram.com/cbrfitexpo/
2026-08-18,2026-08-18T21:09:44,nbaaustralia_official,18309,exact,page_html,3288,ok,instagram_public_profile,https://www.instagram.com/nbaaustralia_official/
2026-08-18,2026-08-18T21:09:44,anb.australia,9589,exact,page_html,2717,ok,instagram_public_profile,https://www.instagram.com/anb.australia/
2026-08-18,2026-08-18T21:09:44,nabbaaustralia,15878,exact,page_html,2955,ok,instagram_public_profile,https://www.instagram.com/nabbaaustralia/
2026-08-18,2026-08-18T21:09:44,pca_australia,11394,exact,page_html,2825,ok,instagram_public_profile,https://www.instagram.com/pca_australia/
2026-08-18,2026-08-18T21:09:44,wnbfaustralia,7189,exact,page_html,819,ok,instagram_public_profile,https://www.instagram.com/wnbfaustralia/
2026-08-18,2026-08-18T21:09:44,ynf_australia,4640,exact,page_html,815,ok,instagram_public_profile,https://www.instagram.com/ynf_australia/
2026-08-18,2026-08-18T21:09:44,ifbbproleagueoz,56492,exact,page_html,7718,ok,instagram_public_profile,https://www.instagram.com/ifbbproleagueoz/
2026-08-18,2026-08-18T21:09:44,msfitnessaustralia,15362,exact,page_html,3562,ok,instagram_public_profile,https://www.instagram.com/msfitnessaustralia/
2026-08-18,2026-08-18T21:09:44,msfitnessaustralia_vic,915,exact,page_html,628,ok,instagram_public_profile,https://www.instagram.com/msfitnessaustralia_vic/
2026-08-18,2026-08-18T21:09:44,msfitnessaustralia_perth,1449,exact,page_html,1357,ok,instagram_public_profile,https://www.instagram.com/msfitnessaustralia_perth/
2026-08-18,2026-08-18T21:09:44,icn_nsw,15881,exact,page_html,6751,ok,instagram_public_profile,https://www.instagram.com/icn_nsw/
2026-08-18,2026-08-18T21:09:44,icnqld,17773,exact,page_html,6775,ok,instagram_public_profile,https://www.instagram.com/icnqld/
2026-08-18,2026-08-18T21:09:44,icn_victoria,12683,exact,page_html,4459,ok,instagram_public_profile,https://www.instagram.com/icn_victoria/
2026-08-18,2026-08-18T21:09:44,icn_wa,10974,exact,page_html,4368,ok,instagram_public_profile,https://www.instagram.com/icn_wa/
